Amostra,Codigo_Digital,Tensao_V
0,0x8000,0.0000
1,0x7FFF,-0.0003
2,0x7FFF,-0.0003
3,0x7FFF,-0.0003
4,0x7FFF,-0.0003
5,0x8000,0.0000
6,0x8000,0.0000
7,0x7FFF,-0.0003
8,0x8000,0.0000
9,0x7FFF,-0.0003
10,0x7FFF,-0.0003
11,0x7FFF,-0.0003
12,0x7FFF,-0.0003
13,0x7FFF,-0.0003
14,0x7FFF,-0.0003
15,0x7FFF,-0.0003
16,0x7FFF,-0.0003
17,0x7FFF,-0.0003
18,0x7FFE,-0.0006
19,0x7FFF,-0.0003
20,0x7FFF,-0.0003
21,0x8000,0.0000
22,0x7FFF,-0.0003
23,0x7FFF,-0.0003
24,0x8000,0.0000
25,0x8000,0.0000
26,0x7FFF,-0.0003
27,0x7FFF,-0.0003
28,0x7FFF,-0.0003
29,0x7FFF,-0.0003
30,0x8000,0.0000
31,0x8000,0.0000
32,0x7FFF,-0.0003
33,0x7FFE,-0.0006
34,0x7FFF,-0.0003
35,0x7FFF,-0.0003
36,0x8000,0.0000
37,0x7FFF,-0.0003
38,0x7FFF,-0.0003
39,0x8000,0.0000
40,0x7FFF,-0.0003
41,0x7FFF,-0.0003
42,0x7FFF,-0.0003
43,0x7FFF,-0.0003
44,0x7FFF,-0.0003
45,0x7FFF,-0.0003
46,0x7FFF,-0.0003
47,0x7FFF,-0.0003
48,0x8000,0.0000
49,0x7FFF,-0.0003
50,0x7FFF,-0.0003
51,0x7FFF,-0.0003
52,0x7FFF,-0.0003
53,0x8000,0.0000
54,0x7FFF,-0.0003
55,0x7FFF,-0.0003
56,0x8000,0.0000
57,0x7FFF,-0.0003
58,0x7FFF,-0.0003
59,0x7FFF,-0.0003
60,0x7FFF,-0.0003
61,0x8000,0.0000
62,0x7FFF,-0.0003
63,0x7FFF,-0.0003
64,0x7FFF,-0.0003
65,0x7FFF,-0.0003
66,0x7FFE,-0.0006
67,0x7FFF,-0.0003
68,0x8000,0.0000
69,0x7FFF,-0.0003
70,0x7FFF,-0.0003
71,0x7FFF,-0.0003
72,0x7FFF,-0.0003
73,0x8000,0.0000
74,0x7FFF,-0.0003
75,0x7FFF,-0.0003
76,0x7FFF,-0.0003
77,0x7FFF,-0.0003
78,0x7FFF,-0.0003
79,0x7FFF,-0.0003
80,0x7FFF,-0.0003
81,0x7FFF,-0.0003
82,0x7FFF,-0.0003
83,0x7FFE,-0.0006
84,0x8000,0.0000
85,0x8000,0.0000
86,0x7FFF,-0.0003
87,0x8000,0.0000
88,0x7FFF,-0.0003
89,0x7FFF,-0.0003
90,0x8000,0.0000
91,0x7FFF,-0.0003
92,0x7FFF,-0.0003
93,0x7FFF,-0.0003
94,0x8000,0.0000
95,0x7FFF,-0.0003
96,0x7FFF,-0.0003
97,0x8000,0.0000
98,0x7FFE,-0.0006
99,0x8000,0.0000
100,0x7FFF,-0.0003
101,0x7FFF,-0.0003
102,0x7FFF,-0.0003
103,0x7FFF,-0.0003
104,0x7FFF,-0.0003
105,0x7FFF,-0.0003
106,0x7FFF,-0.0003
107,0x7FFF,-0.0003
108,0x7FFF,-0.0003
109,0x7FFF,-0.0003
110,0x7FFE,-0.0006
111,0x7FFF,-0.0003
112,0x7FFE,-0.0006
113,0x7FFE,-0.0006
114,0x7FFF,-0.0003
115,0x8000,0.0000
116,0x7FFF,-0.0003
117,0x7FFF,-0.0003
118,0x7FFF,-0.0003
119,0x7FFF,-0.0003
120,0x7FFF,-0.0003
121,0x7FFF,-0.0003
122,0x7FFF,-0.0003
123,0x7FFF,-0.0003
124,0x8000,0.0000
125,0x7FFF,-0.0003
126,0x7FFE,-0.0006
127,0x7FFF,-0.0003
128,0x8000,0.0000
129,0x7FFF,-0.0003
130,0x8000,0.0000
131,0x8000,0.0000
132,0x7FFF,-0.0003
133,0x7FFF,-0.0003
134,0x7FFF,-0.0003
135,0x7FFF,-0.0003
136,0x7FFF,-0.0003
137,0x7FFE,-0.0006
138,0x7FFF,-0.0003
139,0x7FFF,-0.0003
140,0x7FFF,-0.0003
141,0x7FFF,-0.0003
142,0x7FFF,-0.0003
143,0x7FFF,-0.0003
144,0x8000,0.0000
145,0x8000,0.0000
146,0x7FFF,-0.0003
147,0x7FFE,-0.0006
148,0x8000,0.0000
149,0x7FFF,-0.0003
150,0x8000,0.0000
151,0x7FFF,-0.0003
152,0x7FFF,-0.0003
153,0x7FFF,-0.0003
154,0x7FFF,-0.0003
155,0x8000,0.0000
156,0x7FFF,-0.0003
157,0x7FFF,-0.0003
158,0x7FFF,-0.0003
159,0x8000,0.0000
160,0x7FFF,-0.0003
161,0x7FFF,-0.0003
162,0x7FFF,-0.0003
163,0x8000,0.0000
164,0x7FFF,-0.0003
165,0x8000,0.0000
166,0x7FFE,-0.0006
167,0x7FFF,-0.0003
168,0x7FFF,-0.0003
169,0x7FFF,-0.0003
170,0x7FFF,-0.0003
171,0x8000,0.0000
172,0x7FFF,-0.0003
173,0x7FFF,-0.0003
174,0x7FFF,-0.0003
175,0x7FFF,-0.0003
176,0x8000,0.0000
177,0x7FFF,-0.0003
178,0x8000,0.0000
179,0x7FFF,-0.0003
180,0x7FFF,-0.0003
181,0x7FFF,-0.0003
182,0x8000,0.0000
183,0x7FFE,-0.0006
184,0x8000,0.0000
185,0x8000,0.0000
186,0x7FFF,-0.0003
187,0x7FFF,-0.0003
188,0x7FFF,-0.0003
189,0x7FFF,-0.0003
190,0x8000,0.0000
191,0x7FFE,-0.0006
192,0x8000,0.0000
193,0x7FFF,-0.0003
194,0x8000,0.0000
195,0x8000,0.0000
196,0x7FFF,-0.0003
197,0x8000,0.0000
198,0x7FFF,-0.0003
199,0x7FFF,-0.0003
200,0x7FFF,-0.0003
201,0x7FFF,-0.0003
202,0x7FFF,-0.0003
203,0x7FFF,-0.0003
204,0x8000,0.0000
205,0x7FFF,-0.0003
206,0x7FFF,-0.0003
207,0x7FFF,-0.0003
208,0x7FFF,-0.0003
209,0x8000,0.0000
210,0x7FFF,-0.0003
211,0x7FFF,-0.0003
212,0x7FFF,-0.0003
213,0x7FFE,-0.0006
214,0x7FFF,-0.0003
215,0x8000,0.0000
216,0x7FFF,-0.0003
217,0x7FFF,-0.0003
218,0x8000,0.0000
219,0x7FFF,-0.0003
220,0x7FFF,-0.0003
221,0x7FFF,-0.0003
222,0x8000,0.0000
223,0x7FFE,-0.0006
224,0x7FFF,-0.0003
225,0x8000,0.0000
226,0x7FFE,-0.0006
227,0x7FFF,-0.0003
228,0x8000,0.0000
229,0x7FFF,-0.0003
230,0x8000,0.0000
231,0x7FFF,-0.0003
232,0x8000,0.0000
233,0x7FFF,-0.0003
234,0x8000,0.0000
235,0x7FFE,-0.0006
236,0x7FFF,-0.0003
237,0x8000,0.0000
238,0x7FFF,-0.0003
239,0x7FFF,-0.0003
240,0x7FFF,-0.0003
241,0x8000,0.0000
242,0x8000,0.0000
243,0x7FFF,-0.0003
244,0x7FFF,-0.0003
245,0x7FFF,-0.0003
246,0x7FFF,-0.0003
247,0x8000,0.0000
248,0x8000,0.0000
249,0x8000,0.0000
250,0x7FFF,-0.0003
251,0x7FFF,-0.0003
252,0x7FFF,-0.0003
253,0x8000,0.0000
254,0x8000,0.0000
255,0x7FFF,-0.0003
256,0x7FFF,-0.0003
257,0x7FFF,-0.0003
258,0x7FFF,-0.0003
259,0x7FFF,-0.0003
260,0x7FFF,-0.0003
261,0x7FFE,-0.0006
262,0x7FFF,-0.0003
263,0x7FFF,-0.0003
264,0x7FFF,-0.0003
265,0x8001,0.0003
266,0x7FFF,-0.0003
267,0x7FFF,-0.0003
268,0x7FFF,-0.0003
269,0x7FFF,-0.0003
270,0x7FFF,-0.0003
271,0x7FFF,-0.0003
272,0x7FFF,-0.0003
273,0x7FFE,-0.0006
274,0x7FFF,-0.0003
275,0x7FFF,-0.0003
276,0x8000,0.0000
277,0x7FFF,-0.0003
278,0x7FFF,-0.0003
279,0x7FFF,-0.0003
280,0x7FFF,-0.0003
281,0x7FFE,-0.0006
282,0x7FFF,-0.0003
283,0x7FFE,-0.0006
284,0x7FFF,-0.0003
285,0x7FFF,-0.0003
286,0x7FFF,-0.0003
287,0x8000,0.0000
288,0x7FFF,-0.0003
289,0x7FFE,-0.0006
290,0x7FFF,-0.0003
291,0x8000,0.0000
292,0x7FFF,-0.0003
293,0x8000,0.0000
294,0x7FFF,-0.0003
295,0x8000,0.0000
296,0x7FFF,-0.0003
297,0x7FFF,-0.0003
298,0x7FFF,-0.0003
299,0x7FFF,-0.0003
300,0x7FFF,-0.0003
301,0x7FFF,-0.0003
302,0x8000,0.0000
303,0x7FFF,-0.0003
304,0x8000,0.0000
305,0x8000,0.0000
306,0x8000,0.0000
307,0x7FFF,-0.0003
308,0x7FFF,-0.0003
309,0x8000,0.0000
310,0x7FFF,-0.0003
311,0x8000,0.0000
312,0x7FFF,-0.0003
313,0x7FFF,-0.0003
314,0x7FFE,-0.0006
315,0x8000,0.0000
316,0x7FFF,-0.0003
317,0x7FFF,-0.0003
318,0x8000,0.0000
319,0x7FFF,-0.0003
320,0x8000,0.0000
321,0x7FFF,-0.0003
322,0x7FFF,-0.0003
323,0x7FFF,-0.0003
324,0x7FFF,-0.0003
325,0x7FFF,-0.0003
326,0x8000,0.0000
327,0x7FFF,-0.0003
328,0x8000,0.0000
329,0x7FFF,-0.0003
330,0x7FFF,-0.0003
331,0x7FFF,-0.0003
332,0x8000,0.0000
333,0x7FFF,-0.0003
334,0x8000,0.0000
335,0x7FFE,-0.0006
336,0x8000,0.0000
337,0x7FFF,-0.0003
338,0x7FFF,-0.0003
339,0x8000,0.0000
340,0x7FFF,-0.0003
341,0x7FFF,-0.0003
342,0x8000,0.0000
343,0x8000,0.0000
344,0x7FFF,-0.0003
345,0x8000,0.0000
346,0x7FFF,-0.0003
347,0x7FFF,-0.0003
348,0x7FFF,-0.0003
349,0x7FFE,-0.0006
350,0x7FFF,-0.0003
351,0x7FFF,-0.0003
352,0x7FFF,-0.0003
353,0x7FFE,-0.0006
354,0x7FFF,-0.0003
355,0x8000,0.0000
356,0x7FFF,-0.0003
357,0x8000,0.0000
358,0x7FFF,-0.0003
359,0x7FFF,-0.0003
360,0x8000,0.0000
361,0x7FFF,-0.0003
362,0x7FFF,-0.0003
363,0x7FFF,-0.0003
364,0x7FFF,-0.0003
365,0x7FFF,-0.0003
366,0x7FFF,-0.0003
367,0x7FFF,-0.0003
368,0x7FFF,-0.0003
369,0x7FFF,-0.0003
370,0x7FFF,-0.0003
371,0x8000,0.0000
372,0x8000,0.0000
373,0x7FFF,-0.0003
374,0x7FFF,-0.0003
375,0x8000,0.0000
376,0x7FFF,-0.0003
377,0x7FFF,-0.0003
378,0x7FFF,-0.0003
379,0x7FFF,-0.0003
380,0x7FFF,-0.0003
381,0x7FFE,-0.0006
382,0x7FFF,-0.0003
