Amostra,Codigo_Digital,Tensao_V
0,0x7FFF,-0.0003
1,0x7FFF,-0.0003
2,0x7FFF,-0.0003
3,0x7FFF,-0.0003
4,0x7FFF,-0.0003
5,0x7FFF,-0.0003
6,0x7FFF,-0.0003
7,0x7FFF,-0.0003
8,0x7FFF,-0.0003
9,0x7FFF,-0.0003
10,0x7FFF,-0.0003
11,0x8000,0.0000
12,0x7FFF,-0.0003
13,0x7FFF,-0.0003
14,0x7FFF,-0.0003
15,0x7FFF,-0.0003
16,0x7FFF,-0.0003
17,0x7FFF,-0.0003
18,0x7FFF,-0.0003
19,0x8000,0.0000
20,0x7FFF,-0.0003
21,0x8000,0.0000
22,0x7FFF,-0.0003
23,0x7FFF,-0.0003
24,0x8000,0.0000
25,0x8000,0.0000
26,0x7FFF,-0.0003
27,0x7FFF,-0.0003
28,0x7FFF,-0.0003
29,0x7FFF,-0.0003
30,0x8000,0.0000
31,0x7FFE,-0.0006
32,0x7FFF,-0.0003
33,0x7FFF,-0.0003
34,0x7FFF,-0.0003
35,0x8000,0.0000
36,0x8000,0.0000
37,0x7FFF,-0.0003
38,0x7FFF,-0.0003
39,0x8000,0.0000
40,0x7FFF,-0.0003
41,0x7FFF,-0.0003
42,0x7FFF,-0.0003
43,0x7FFF,-0.0003
44,0x7FFE,-0.0006
45,0x7FFF,-0.0003
46,0x7FFF,-0.0003
47,0x8000,0.0000
48,0x7FFF,-0.0003
49,0x7FFF,-0.0003
50,0x8000,0.0000
51,0x7FFE,-0.0006
52,0x7FFE,-0.0006
53,0x7FFF,-0.0003
54,0x7FFF,-0.0003
55,0x7FFE,-0.0006
56,0x7FFF,-0.0003
57,0x8000,0.0000
58,0x7FFF,-0.0003
59,0x7FFF,-0.0003
60,0x8000,0.0000
61,0x7FFF,-0.0003
62,0x7FFF,-0.0003
63,0x7FFF,-0.0003
64,0x7FFF,-0.0003
65,0x7FFE,-0.0006
66,0x7FFF,-0.0003
67,0x7FFF,-0.0003
68,0x7FFF,-0.0003
69,0x8000,0.0000
70,0x7FFF,-0.0003
71,0x7FFF,-0.0003
72,0x8000,0.0000
73,0x7FFF,-0.0003
74,0x7FFF,-0.0003
75,0x8000,0.0000
76,0x7FFF,-0.0003
77,0x8000,0.0000
78,0x7FFF,-0.0003
79,0x7FFE,-0.0006
80,0x7FFF,-0.0003
81,0x7FFF,-0.0003
82,0x8000,0.0000
83,0x7FFF,-0.0003
84,0x7FFF,-0.0003
85,0x7FFE,-0.0006
86,0x7FFF,-0.0003
87,0x7FFF,-0.0003
88,0x7FFF,-0.0003
89,0x7FFF,-0.0003
90,0x7FFF,-0.0003
91,0x7FFF,-0.0003
92,0x7FFF,-0.0003
93,0x7FFE,-0.0006
94,0x7FFF,-0.0003
95,0x8000,0.0000
96,0x8000,0.0000
97,0x7FFF,-0.0003
98,0x7FFF,-0.0003
99,0x8000,0.0000
100,0x7FFF,-0.0003
101,0x7FFE,-0.0006
102,0x8000,0.0000
103,0x7FFF,-0.0003
104,0x7FFF,-0.0003
105,0x7FFF,-0.0003
106,0x7FFE,-0.0006
107,0x7FFF,-0.0003
108,0x7FFF,-0.0003
109,0x7FFF,-0.0003
110,0x8000,0.0000
111,0x7FFF,-0.0003
112,0x7FFE,-0.0006
113,0x7FFE,-0.0006
114,0x7FFF,-0.0003
115,0x7FFE,-0.0006
116,0x8000,0.0000
117,0x7FFF,-0.0003
118,0x8000,0.0000
119,0x7FFF,-0.0003
120,0x7FFF,-0.0003
121,0x7FFF,-0.0003
122,0x7FFE,-0.0006
123,0x7FFE,-0.0006
124,0x8000,0.0000
125,0x7FFF,-0.0003
126,0x7FFF,-0.0003
127,0x7FFF,-0.0003
128,0x8000,0.0000
129,0x7FFF,-0.0003
130,0x7FFF,-0.0003
131,0x7FFF,-0.0003
132,0x7FFE,-0.0006
133,0x7FFF,-0.0003
134,0x7FFF,-0.0003
135,0x7FFF,-0.0003
136,0x7FFF,-0.0003
137,0x8000,0.0000
138,0x7FFF,-0.0003
139,0x7FFF,-0.0003
140,0x7FFF,-0.0003
141,0x7FFF,-0.0003
142,0x7FFF,-0.0003
143,0x7FFF,-0.0003
144,0x7FFF,-0.0003
145,0x7FFF,-0.0003
146,0x7FFE,-0.0006
147,0x8000,0.0000
148,0x7FFF,-0.0003
149,0x7FFE,-0.0006
150,0x7FFF,-0.0003
151,0x8000,0.0000
152,0x8000,0.0000
153,0x7FFF,-0.0003
154,0x7FFF,-0.0003
155,0x7FFE,-0.0006
156,0x7FFF,-0.0003
157,0x8000,0.0000
158,0x7FFF,-0.0003
159,0x8000,0.0000
160,0x7FFE,-0.0006
161,0x7FFF,-0.0003
162,0x7FFF,-0.0003
163,0x7FFF,-0.0003
164,0x7FFF,-0.0003
165,0x8000,0.0000
166,0x7FFE,-0.0006
167,0x7FFF,-0.0003
168,0x7FFF,-0.0003
169,0x7FFF,-0.0003
170,0x8000,0.0000
171,0x7FFE,-0.0006
172,0x7FFF,-0.0003
173,0x7FFF,-0.0003
174,0x8000,0.0000
175,0x7FFF,-0.0003
176,0x8000,0.0000
177,0x7FFE,-0.0006
178,0x8000,0.0000
179,0x7FFF,-0.0003
180,0x7FFF,-0.0003
181,0x7FFE,-0.0006
182,0x7FFE,-0.0006
183,0x7FFF,-0.0003
184,0x7FFF,-0.0003
185,0x8000,0.0000
186,0x7FFF,-0.0003
