Amostra,Codigo_Digital,Tensao_V
0,0x7FFF,-0.0003
1,0x7FFF,-0.0003
2,0x7FFE,-0.0006
3,0x7FFF,-0.0003
4,0x7FFF,-0.0003
5,0x7FFE,-0.0006
6,0x8000,0.0000
7,0x7FFF,-0.0003
8,0x7FFF,-0.0003
9,0x8000,0.0000
10,0x8000,0.0000
11,0x7FFF,-0.0003
12,0x8000,0.0000
13,0x7FFF,-0.0003
14,0x8000,0.0000
15,0x7FFF,-0.0003
16,0x8000,0.0000
17,0x7FFF,-0.0003
18,0x7FFF,-0.0003
19,0x7FFF,-0.0003
20,0x7FFF,-0.0003
21,0x7FFF,-0.0003
22,0x7FFF,-0.0003
23,0x8000,0.0000
24,0x7FFF,-0.0003
25,0x7FFF,-0.0003
26,0x7FFE,-0.0006
27,0x7FFF,-0.0003
28,0x8000,0.0000
29,0x7FFF,-0.0003
30,0x7FFF,-0.0003
31,0x7FFE,-0.0006
32,0x7FFF,-0.0003
33,0x7FFF,-0.0003
34,0x8000,0.0000
35,0x8000,0.0000
36,0x7FFE,-0.0006
37,0x7FFE,-0.0006
38,0x7FFF,-0.0003
39,0x8000,0.0000
40,0x7FFF,-0.0003
41,0x7FFF,-0.0003
42,0x8000,0.0000
43,0x7FFE,-0.0006
44,0x8000,0.0000
45,0x7FFF,-0.0003
46,0x8000,0.0000
47,0x7FFF,-0.0003
48,0x7FFE,-0.0006
49,0x8000,0.0000
50,0x7FFF,-0.0003
51,0x8000,0.0000
52,0x7FFF,-0.0003
53,0x8000,0.0000
54,0x8000,0.0000
55,0x8000,0.0000
56,0x8000,0.0000
57,0x7FFF,-0.0003
58,0x7FFF,-0.0003
59,0x7FFF,-0.0003
60,0x7FFE,-0.0006
61,0x8000,0.0000
62,0x8000,0.0000
63,0x8000,0.0000
64,0x7FFF,-0.0003
65,0x8000,0.0000
66,0x7FFF,-0.0003
67,0x8000,0.0000
68,0x7FFF,-0.0003
69,0x7FFE,-0.0006
70,0x7FFF,-0.0003
71,0x7FFF,-0.0003
72,0x7FFF,-0.0003
73,0x7FFF,-0.0003
74,0x7FFE,-0.0006
75,0x7FFF,-0.0003
76,0x7FFF,-0.0003
77,0x7FFF,-0.0003
78,0x7FFF,-0.0003
79,0x7FFF,-0.0003
80,0x7FFF,-0.0003
81,0x8000,0.0000
82,0x8000,0.0000
83,0x7FFE,-0.0006
84,0x7FFF,-0.0003
85,0x7FFF,-0.0003
86,0x7FFF,-0.0003
87,0x7FFF,-0.0003
88,0x8000,0.0000
89,0x7FFF,-0.0003
90,0x7FFF,-0.0003
91,0x7FFF,-0.0003
92,0x7FFF,-0.0003
93,0x7FFF,-0.0003
94,0x7FFF,-0.0003
95,0x7FFF,-0.0003
96,0x7FFF,-0.0003
97,0x8000,0.0000
98,0x8000,0.0000
99,0x7FFE,-0.0006
100,0x8000,0.0000
101,0x7FFF,-0.0003
102,0x8000,0.0000
103,0x7FFF,-0.0003
104,0x7FFE,-0.0006
105,0x8000,0.0000
106,0x8000,0.0000
107,0x7FFF,-0.0003
108,0x7FFF,-0.0003
109,0x7FFF,-0.0003
110,0x7FFD,-0.0009
111,0x7FFF,-0.0003
112,0x7FFF,-0.0003
113,0x7FFE,-0.0006
114,0x7FFE,-0.0006
115,0x7FFF,-0.0003
116,0x7FFF,-0.0003
117,0x7FFF,-0.0003
118,0x7FFF,-0.0003
119,0x8000,0.0000
120,0x8000,0.0000
121,0x7FFE,-0.0006
122,0x8000,0.0000
123,0x7FFF,-0.0003
124,0x7FFE,-0.0006
125,0x7FFF,-0.0003
126,0x7FFF,-0.0003
127,0x7FFF,-0.0003
128,0x7FFF,-0.0003
129,0x7FFE,-0.0006
130,0x8000,0.0000
131,0x7FFF,-0.0003
132,0x7FFF,-0.0003
133,0x8000,0.0000
134,0x7FFF,-0.0003
135,0x7FFE,-0.0006
136,0x7FFF,-0.0003
137,0x7FFF,-0.0003
138,0x7FFF,-0.0003
139,0x7FFF,-0.0003
140,0x8000,0.0000
141,0x7FFF,-0.0003
142,0x7FFE,-0.0006
143,0x7FFF,-0.0003
144,0x7FFF,-0.0003
145,0x7FFF,-0.0003
146,0x7FFF,-0.0003
147,0x7FFF,-0.0003
148,0x7FFF,-0.0003
149,0x8000,0.0000
150,0x7FFF,-0.0003
151,0x7FFF,-0.0003
152,0x7FFF,-0.0003
153,0x8000,0.0000
154,0x8000,0.0000
155,0x7FFF,-0.0003
156,0x7FFF,-0.0003
157,0x8000,0.0000
158,0x7FFF,-0.0003
159,0x7FFF,-0.0003
160,0x7FFF,-0.0003
161,0x7FFF,-0.0003
162,0x7FFF,-0.0003
163,0x8000,0.0000
164,0x7FFF,-0.0003
165,0x7FFF,-0.0003
166,0x7FFF,-0.0003
167,0x7FFF,-0.0003
168,0x7FFF,-0.0003
169,0x7FFF,-0.0003
170,0x7FFF,-0.0003
171,0x7FFE,-0.0006
172,0x7FFE,-0.0006
173,0x7FFF,-0.0003
174,0x7FFF,-0.0003
175,0x7FFE,-0.0006
176,0x7FFF,-0.0003
177,0x7FFE,-0.0006
178,0x7FFF,-0.0003
179,0x7FFF,-0.0003
180,0x7FFF,-0.0003
181,0x7FFF,-0.0003
182,0x7FFF,-0.0003
183,0x7FFF,-0.0003
184,0x7FFF,-0.0003
185,0x8000,0.0000
186,0x7FFF,-0.0003
187,0x7FFF,-0.0003
188,0x7FFF,-0.0003
