Amostra,Codigo_Digital,Tensao_V
1001,0x7FFF,-0.0003
1002,0x8000,0.0000
1003,0x7FFE,-0.0006
1004,0x7FFF,-0.0003
1005,0x7FFF,-0.0003
1006,0x8000,0.0000
1007,0x7FFF,-0.0003
1008,0x7FFF,-0.0003
1009,0x8000,0.0000
1010,0x7FFF,-0.0003
1011,0x8000,0.0000
1012,0x7FFF,-0.0003
1013,0x7FFF,-0.0003
1014,0x8000,0.0000
1015,0x7FFE,-0.0006
1016,0x7FFF,-0.0003
1017,0x7FFF,-0.0003
1018,0x8000,0.0000
1019,0x7FFF,-0.0003
1020,0x7FFE,-0.0006
1021,0x7FFF,-0.0003
1022,0x8000,0.0000
1023,0x7FFF,-0.0003
1024,0x8000,0.0000
1025,0x8000,0.0000
1026,0x7FFF,-0.0003
1027,0x7FFF,-0.0003
1028,0x7FFF,-0.0003
1029,0x7FFF,-0.0003
1030,0x7FFF,-0.0003
1031,0x7FFE,-0.0006
1032,0x8000,0.0000
1033,0x7FFE,-0.0006
1034,0x7FFF,-0.0003
1035,0x7FFF,-0.0003
1036,0x7FFF,-0.0003
1037,0x8000,0.0000
1038,0x7FFF,-0.0003
1039,0x7FFE,-0.0006
1040,0x7FFF,-0.0003
1041,0x7FFF,-0.0003
1042,0x7FFF,-0.0003
1043,0x7FFF,-0.0003
1044,0x7FFE,-0.0006
1045,0x7FFF,-0.0003
1046,0x8000,0.0000
1047,0x7FFF,-0.0003
1048,0x7FFF,-0.0003
1049,0x8000,0.0000
1050,0x7FFF,-0.0003
1051,0x7FFF,-0.0003
1052,0x7FFF,-0.0003
1053,0x7FFF,-0.0003
1054,0x7FFF,-0.0003
1055,0x7FFF,-0.0003
1056,0x8000,0.0000
1057,0x7FFE,-0.0006
1058,0x7FFE,-0.0006
1059,0x8000,0.0000
1060,0x7FFF,-0.0003
1061,0x7FFF,-0.0003
1062,0x8000,0.0000
1063,0x7FFF,-0.0003
1064,0x7FFF,-0.0003
1065,0x7FFF,-0.0003
1066,0x7FFE,-0.0006
1067,0x7FFE,-0.0006
1068,0x7FFF,-0.0003
1069,0x7FFF,-0.0003
1070,0x7FFE,-0.0006
1071,0x7FFF,-0.0003
1072,0x8000,0.0000
1073,0x7FFF,-0.0003
1074,0x8000,0.0000
1075,0x7FFF,-0.0003
1076,0x7FFF,-0.0003
1077,0x7FFF,-0.0003
1078,0x8000,0.0000
1079,0x7FFF,-0.0003
